sentence_id,sentence,concept,concept_start,concept_end,concept_start_end_list,cue,cue_start,cue_end,label
NCT03013790_exc_365_T23_T21,Patients who do not speak English or Spanish,speak Spanish,,,"[(20, 25), (20, 27)]",not,24,27,N
NCT02785549_inc_208_T11_T13,No antibiotic treatment in the last 2 weeks,antibiotic treatment,3,23,,No,0,2,N
NCT02785549_inc_270_T15_T16,No significant comorbidities**,comorbidities,15,28,,No,0,2,N
NCT00401245_exc_0_T2_T17,History of a seizure disorder other than a single childhood febrile seizure.,childhood febrile seizure,50,75,,other than,30,40,N
NCT02570347_inc_140_T12_T10,No prior antibiotic treatment,antibiotic treatment,9,29,,No,0,2,N
NCT03338855_exc_1150_T30_T31,Use of antidiabetic drugs other than metformin within 3 months prior to screening.,metformin,37,46,,other than,26,36,N
NCT01009359_inc_84_T7_T10,No significant disease or drug use,disease,15,22,,No,0,2,N
NCT01009359_inc_84_T6_T10,No significant disease or drug use,drug use,26,34,,No,0,2,N
NCT01009359_inc_120_T13_T16,Absence of any sign of dementia/cognitive impairment in neuropsychological examinationsPatients for brain imaging:,sign of dementia,15,31,,Absence of,0,10,N
NCT01009359_inc_120_T14_T16,Absence of any sign of dementia/cognitive impairment in neuropsychological examinationsPatients for brain imaging:,sign of cognitive impairment,,,"[(15, 22), (15, 35)]",Absence of,0,10,N
NCT03637946_inc_81_T6_T7,Absent irreversible pulpal alteration;,irreversible pulpal alteration,7,37,,Absent,0,6,N
NCT03519568_inc_159_T11_T10,"the subjects have completed the basic immunization of 2 needle recombinant hepatitis B vaccine, there is no inoculation history of EV71 vaccine, and no history of EV71 infection",history,120,127,,no,105,107,N
NCT03519568_inc_159_T13_T8,"the subjects have completed the basic immunization of 2 needle recombinant hepatitis B vaccine, there is no inoculation history of EV71 vaccine, and no history of EV71 infection",inoculation,108,119,,no,105,107,N
NCT03519568_inc_159_T7_T8,"the subjects have completed the basic immunization of 2 needle recombinant hepatitis B vaccine, there is no inoculation history of EV71 vaccine, and no history of EV71 infection",needle recombinant hepatitis B vaccine,56,94,,no,105,107,N
NCT03519568_inc_159_T12_T8,"the subjects have completed the basic immunization of 2 needle recombinant hepatitis B vaccine, there is no inoculation history of EV71 vaccine, and no history of EV71 infection",EV71 infection,131,145,,no,105,107,N
NCT03519568_inc_562_T23_T22,"there is no inoculation history of EV71 vaccine, and there is no history of EV71 infection",inoculation,12,23,,no,9,11,N
NCT03519568_inc_562_T28_T26,"there is no inoculation history of EV71 vaccine, and there is no history of EV71 infection",EV71 infection,35,49,,no,9,11,N
NCT01261832_exc_352_T27_T29,"Patients already taking warfarin, cilostazol or any other type of anti-platelet agents except aspirin and clopidogrel",aspirin,94,101,,except,87,93,N
NCT01261832_exc_352_T28_T29,"Patients already taking warfarin, cilostazol or any other type of anti-platelet agents except aspirin and clopidogrel",clopidogrel,106,117,,except,87,93,N
NCT02558504_exc_15_T4_T3,"Lack of informed consent signed,",informed consent signed,8,31,,Lack of,0,7,N
NCT02558504_exc_606_T39_T40,"Surgical treatment history (except anti-reflux treatment) or esophageal radiotherapy,",anti-reflux treatment,35,56,,except,28,34,N
NCT02231892_inc_993_T48_T62,"The following individual laboratory results will independently disqualify individuals: Cholesterol >250 mg/dl, Hemoglobin < 10.5 g/dl, WBC < 2400/microl, LFTs > 3Xnormal,",Cholesterol,87,98,,disqualify,63,73,N
NCT02231892_inc_993_T54_T62,"The following individual laboratory results will independently disqualify individuals: Cholesterol >250 mg/dl, Hemoglobin < 10.5 g/dl, WBC < 2400/microl, LFTs > 3Xnormal,",LFTs,154,158,,disqualify,63,73,N
NCT02231892_inc_993_T52_T62,"The following individual laboratory results will independently disqualify individuals: Cholesterol >250 mg/dl, Hemoglobin < 10.5 g/dl, WBC < 2400/microl, LFTs > 3Xnormal,",WBC,135,138,,disqualify,63,73,N
NCT02231892_inc_993_T50_T62,"The following individual laboratory results will independently disqualify individuals: Cholesterol >250 mg/dl, Hemoglobin < 10.5 g/dl, WBC < 2400/microl, LFTs > 3Xnormal,",Hemoglobin,111,121,,disqualify,63,73,N
NCT01793519_exc_700_T43_T42,Absence of documentation in the medical record of clinical remission for the last 6 months,clinical remission,50,68,,Absence of,0,10,N
NCT01793519_exc_831_T50_T48,"Absence of documentation of negative tuberculin skin test, negative QuantiFERON-TB Gold test, or treatment for latent tuberculosis prior to starting treatment with the anti-TNF agent",tuberculin skin test,37,57,,Absence of,0,10,N
NCT01793519_exc_1263_T71_T73,"Absence of documentation of negative hepatitis B serologies, absence of completion of treatment for chronic hepatitis B, or absence of suppressive antiviral treatment",hepatitis B serologies,37,59,,Absence of,0,10,N
NCT01793519_exc_1263_T78_T79,"Absence of documentation of negative hepatitis B serologies, absence of completion of treatment for chronic hepatitis B, or absence of suppressive antiviral treatment",suppressive antiviral treatment,135,166,,absence,61,68,N
NCT01793519_exc_1263_T75_T76,"Absence of documentation of negative hepatitis B serologies, absence of completion of treatment for chronic hepatitis B, or absence of suppressive antiviral treatment",chronic hepatitis B,100,119,,absence of,61,71,N
NCT03040024_exc_18_T8_T6,"Monitored Anesthesia Care (i.e., regional anesthesia alone without plans for general anesthesia)",general anesthesia,77,95,,without,59,66,N
NCT02892968_exc_576_T27_T28,Patients with hip fractures not requiring surgery (e.g. greater trochanter avulsion) will also be excluded.,requiring surgery,32,49,,not,28,31,N
NCT01483118_exc_411_T29_T31,"Hormonal treatment involving estrogen or progesterone 3 months prior to or during the study period, with the exception of medroxyprogesterone acetate for withdrawal bleeding.",medroxyprogesterone acetate,122,149,,exception,109,118,N
NCT02790593_inc_123_T9_T10,No evidence of arterial disease (Arterial Duplex or Ankle Brachial Pressure Index >0.9),arterial disease,15,31,,No,0,2,N
NCT02643381_exc_127_T11_T12,Patients who require endotracheal intubation without sedative medication.,sedative medication,53,72,,without,45,52,N
NCT02609048_inc_807_T55_T56,"For male subjects, use of appropriate contraception (e.g., condoms), so their female partners of reproductive potential do not become pregnant during the study and for at least two weeks after the last dose",pregnant,134,142,,not become,123,133,N
NCT02743598_exc_242_T13_T12,Weight loss drugs other than metformin,metformin,29,38,,other,18,23,N
NCT02201316_inc_833_T30_T31,"A female subject is eligible to participate if she is of: Non-childbearing potential defined as pre-menopausal females with a documented tubal ligation or hysterectomy for this definition, ""documented"" refers to the outcome of the investigator's/designee's review of the subject's medical history for study eligibility, as obtained via a verbal interview with the subject or from the subject's medical records; or postmenopausal defined as 12 months of spontaneous amenorrhea [in questionable cases a blood sample with simultaneous follicle stimulating hormone (FSH) > 40 milli-international units per milliliter (MlU/mL) and estradiol < 40 picograms per mililiter (pg/mL) [<147 picomole per liter] is confirmatory].",childbearing potential,62,84,,Non,58,61,N
NCT02759861_inc_137_T6_T5,"HCV treatment-naïve, as defined as no prior exposure to any Interferon (IFN), RBV, or other FDA approved or experimental HCV-specific direct-acting antiviral agent",treatment,4,13,,naïve,14,19,N
NCT02759861_inc_137_T9_T11,"HCV treatment-naïve, as defined as no prior exposure to any Interferon (IFN), RBV, or other FDA approved or experimental HCV-specific direct-acting antiviral agent",Interferon (IFN),60,76,,no,35,37,N
NCT02759861_inc_137_T8_T11,"HCV treatment-naïve, as defined as no prior exposure to any Interferon (IFN), RBV, or other FDA approved or experimental HCV-specific direct-acting antiviral agent",RBV,78,81,,no,35,37,N
NCT02759861_inc_895_T44_T45,Liver biopsy within 2 years of Screening showing absence of cirrhosis,cirrhosis,60,69,,absence,49,56,N
NCT02759861_inc_1113_T56_T57,Liver imaging within 6 months of Baseline/Day 1 to exclude hepatocellular carcinoma HCC) is required,hepatocellular carcinoma HCC),59,88,,exclude,51,58,N
NCT02759861_inc_1511_T81_T83,INR = 1.5 x ULN unless subject has known hemophilia or is stable on an anticoagulant regimen affecting INR.,hemophilia,41,51,,unless,16,22,N
NCT02759861_inc_1511_T82_T83,INR = 1.5 x ULN unless subject has known hemophilia or is stable on an anticoagulant regimen affecting INR.,stable on an anticoagulant regimen affecting INR,58,106,,unless,16,22,N
NCT01793831_exc_42_T7_T5,"No history of using 5-ASA, biological or immunomodulatory therapy",5-ASA,20,25,,No,0,2,N
NCT01793831_exc_42_T8_T5,"No history of using 5-ASA, biological or immunomodulatory therapy",therapy biological,,,"[(58, 65), (58, 68)]",No,1,3,N
NCT01793831_exc_42_T9_T5,"No history of using 5-ASA, biological or immunomodulatory therapy",immunomodulatory therapy,41,65,,No,0,2,N
NCT01082549_exc_100_T17_T18,"Past or current history of neoplasm other than the entry diagnosis, with the exception of treated non-melanoma skin cancer or carcinoma in-situ of any primary site, or invasive cancers treated definitively, with treatment ending >5 years previously and no evidence of recurrences.",evidence of recurrences,256,279,,no,61,63,N
NCT01082549_exc_100_T7_T15,"Past or current history of neoplasm other than the entry diagnosis, with the exception of treated non-melanoma skin cancer or carcinoma in-situ of any primary site, or invasive cancers treated definitively, with treatment ending >5 years previously and no evidence of recurrences.",non-melanoma skin cancer,98,122,,with the exception of,68,89,N
NCT01082549_exc_100_T10_T15,"Past or current history of neoplasm other than the entry diagnosis, with the exception of treated non-melanoma skin cancer or carcinoma in-situ of any primary site, or invasive cancers treated definitively, with treatment ending >5 years previously and no evidence of recurrences.",carcinoma in-situ,126,143,,with the exception of,68,89,N
NCT01082549_exc_100_T11_T15,"Past or current history of neoplasm other than the entry diagnosis, with the exception of treated non-melanoma skin cancer or carcinoma in-situ of any primary site, or invasive cancers treated definitively, with treatment ending >5 years previously and no evidence of recurrences.",cancers,177,184,,with the exception of,68,89,N
NCT01082549_exc_610_T39_T41,"Patients who have stable, rate-controlled atrial fibrillation are eligible for study enrollment.",atrial fibrillation,42,61,,are eligible,62,74,N
NCT01082549_exc_736_T54_T56,"Patients with treated brain metastases are eligible, if (1) radiation therapy was completed at least 2 weeks prior to study entry; (2) follow-up scan shows no disease progression; and (3) patient does not require steroids.",disease progression,159,178,,no,156,158,N
NCT01082549_exc_736_T57_T58,"Patients with treated brain metastases are eligible, if (1) radiation therapy was completed at least 2 weeks prior to study entry; (2) follow-up scan shows no disease progression; and (3) patient does not require steroids.",steroids,213,221,,not,201,204,N
NCT01082549_exc_736_T50_T49,"Patients with treated brain metastases are eligible, if (1) radiation therapy was completed at least 2 weeks prior to study entry; (2) follow-up scan shows no disease progression; and (3) patient does not require steroids.",are eligible,39,51,,are eligible,39,51,N
NCT01082549_exc_100_T17_T15,"Past or current history of neoplasm other than the entry diagnosis, with the exception of treated non-melanoma skin cancer or carcinoma in-situ of any primary site, or invasive cancers treated definitively, with treatment ending >5 years previously and no evidence of recurrences.",evidence of recurrences,256,279,,with the exception of,68,89,N
NCT02558504_inc_1629_T75_T77,"No mediastinal or celiac, or suspected metastatic lymph nodes by EUS,",lymph nodes,50,61,,No,0,2,N
NCT02558504_inc_1751_T80_T79,"Lack of participation in another clinical study,",participation in clinical study,,,"[(8, 24), (8, 22)]",Lack of,17,24,N
NCT01684501_exc_368_T11_T16,"the sound-side (contralateral) lower extremity must be free of impediments that affect gait, range of motion, or limb muscle activity",impediments that affect gait,63,91,,free,55,59,N
NCT01684501_exc_368_T12_T16,"the sound-side (contralateral) lower extremity must be free of impediments that affect gait, range of motion, or limb muscle activity",impediments that affect range of motion,,,"[(63, 86), (63, 78)]",free,55,59,N
NCT01684501_exc_368_T13_T16,"the sound-side (contralateral) lower extremity must be free of impediments that affect gait, range of motion, or limb muscle activity",impediments that affect limb muscle activity,,,"[(63, 86), (63, 83)]",free,55,59,N
NCT02982577_inc_49_T4_T5,Lucid and without diagnosis of any psychiatric disorder;,psychiatric disorder,35,55,,without,10,17,N
NCT02726009_exc_429_T22_T21,Cancer within the last 5 years except prostate cancer and surgically removed basal or squamous cell carcinoma of the skin,prostate cancer,38,53,,except,31,37,N
NCT02726009_exc_429_T24_T21,Cancer within the last 5 years except prostate cancer and surgically removed basal or squamous cell carcinoma of the skin,basal cell carcinoma of the skin,,,"[(77, 82), (77, 103)]",except,37,43,N
NCT03400735_exc_115_T12_T11,Antibiotic use except study drugs,study drugs,22,33,,except,15,21,N
NCT01117181_exc_1019_T60_T66,"Treatment with psychotropic medications in the 2 weeks prior to randomization with the exception of approved treatments for dementia (ChEIs and memantine), selective serotonin reuptake inhibitor antidepressants, and trazodone (if used as an aid to facilitate sleep and not as an antidepressant); other psychotropics (with the exclusion of antipsychotics), if stable for 3 months, may be allowed only with Steering Committee approval on a case by case basis.",treatments for dementia,109,132,,with the exception of,10,31,N
NCT01117181_exc_1019_T64_T66,"Treatment with psychotropic medications in the 2 weeks prior to randomization with the exception of approved treatments for dementia (ChEIs and memantine), selective serotonin reuptake inhibitor antidepressants, and trazodone (if used as an aid to facilitate sleep and not as an antidepressant); other psychotropics (with the exclusion of antipsychotics), if stable for 3 months, may be allowed only with Steering Committee approval on a case by case basis.",selective serotonin reuptake inhibitor antidepressants,156,210,,with the exception of,10,31,N
NCT01117181_exc_1019_T65_T66,"Treatment with psychotropic medications in the 2 weeks prior to randomization with the exception of approved treatments for dementia (ChEIs and memantine), selective serotonin reuptake inhibitor antidepressants, and trazodone (if used as an aid to facilitate sleep and not as an antidepressant); other psychotropics (with the exclusion of antipsychotics), if stable for 3 months, may be allowed only with Steering Committee approval on a case by case basis.",trazodone,216,225,,with the exception of,10,31,N
NCT01117181_exc_1019_T70_T71,"Treatment with psychotropic medications in the 2 weeks prior to randomization with the exception of approved treatments for dementia (ChEIs and memantine), selective serotonin reuptake inhibitor antidepressants, and trazodone (if used as an aid to facilitate sleep and not as an antidepressant); other psychotropics (with the exclusion of antipsychotics), if stable for 3 months, may be allowed only with Steering Committee approval on a case by case basis.",antipsychotics,339,353,,with the exclusion of,10,31,N
NCT02548013_exc_3_T2_T3,Patient with equivocal diagnosis of rupture of membranes,rupture of membranes,36,56,,equivocal,13,22,N
NCT02590822_exc_600_T32_T34,Inability to exercise or undertake a MRP,exercise,13,21,,Inability,0,9,N
NCT02759861_exc_369_T5_T10,Malignancy diagnosed or treated within 5 years (recent localized treatment of squamous or non-invasive basal cell skin cancers is permitted; cervical carcinoma in situ is allowed if appropriately treated prior to screening); subjects under evaluation for a malignancy are not eligible.,treatment,65,74,,permitted,130,139,N
NCT02759861_exc_369_T12_T13,Malignancy diagnosed or treated within 5 years (recent localized treatment of squamous or non-invasive basal cell skin cancers is permitted; cervical carcinoma in situ is allowed if appropriately treated prior to screening); subjects under evaluation for a malignancy are not eligible.,cervical carcinoma in situ,141,167,,allowed,171,178,N
NCT01997580_inc_59_T7_T8,durg-naive or drug-free,drug,14,18,,free,19,23,N
NCT01997580_inc_59_T5_T6,durg-naive or drug-free,durg,0,4,,naive,5,10,N
NCT01184638_inc_32_T2_T4,Without basal disorders of neurology and psychiatrics,basal disorders of neurology,8,36,,Without,0,7,N
NCT01184638_inc_32_T3_T4,Without basal disorders of neurology and psychiatrics,basal disorders of psychiatrics,,,"[(8, 26), (8, 20)]",Without,1,8,N
NCT03016741_exc_1341_T64_T65,"Patients with a ""currently active"" second malignancy other than non-melanoma skin cancers are not eligible.",non-melanoma skin cancers,64,89,,other than,53,63,N
NCT02664558_inc_313_T32_T31,"If PCWP is not available, then mean left atrial pressure or left ventricular end-diastolic pressure ≤15 mmHg in the absence of left atrial obstruction.",left atrial obstruction,36,59,,absence,116,123,N
NCT02664558_inc_922_T54_T56,Have a ventilation-perfusion scan that rules out thromboembolic disease.,thromboembolic disease,49,71,,rules out,39,48,N
NCT03228017_exc_73_T9_T8,"Autoimmune, rheumatologic or inflammatory disease which are not psoriasis or psoriatic arthritis",psoriasis,64,73,,not,60,63,N
NCT03228017_exc_73_T10_T8,"Autoimmune, rheumatologic or inflammatory disease which are not psoriasis or psoriatic arthritis",psoriatic arthritis,77,96,,not,60,63,N
NCT02150590_exc_277_T27_T26,"internal, neurologic or psychiatric disease that interfere with protocol compliance including current heavy smoking (>20 cigarettes per day), inability to perform 6 min walk test.",6 min walk test,163,178,,inability,142,151,N
NCT02937779_exc_0_T1_T2,Women refusing HBs Ag test,HBs Ag test,15,26,,refusing,6,14,N
NCT02205931_exc_30_T4_T3,No secure diagnosis of epilepsy,epilepsy,23,31,,No,0,2,N
NCT02804646_inc_165_T53_T52,"According to IASLC2009 new TNM staging of lung cancer stage <U+2162>B or <U+2163>, previously untreated or relapsed after 1 year of lung cancer resection; 3) have at least one evaluable lesions,according to version 1.1 of the standard in accordance with a judgment RECIST(longest diameter on a spiral CT at least 10mm,on a regular CT longest diameter at least 20mm); 4) Male or female, aged 18 to 75 years; 5) ECOG PS 0 or 1; 6) expected survival at least 3 months; 7) adequate hematological function: absolute neutrophil count (ANC) at least 2×10^9/L and platelet count at least 100×10^9/L and hemoglobin at least 9 g/dL; 8) adequate liver function: total bilirubin less than upper limit of normal (ULN); AST and ALT less than 2.5 times upper limit of normal (ULN); alkaline phosphatase less than 5 times the upper limit of normal (ULN); 9) adequate renal function: serum creatinine less than upper limit of normal (ULN) or calculated creatinine clearance at least 60 mL/min; 10) ECG is normal, there is no non-healing wounds on the body; 11) had not received previous treatment anticancer drugs, or had only received for previous non-metastatic tumors adjuvant or neoadjuvant chemotherapy, but when you start to study treatment has ended more than 6 months; 12) have conducted previous surgery patients required to study treatment was started more than four weeks, and the patient had recovered; 13) have an intact uterus in women prior to enrollment in the study must have a negative pregnancy test result (unless it is already 24 months of amenorrhea) within 28 days.",non-healing wounds on the body,1008,1038,,no,692,694,N
NCT02804646_inc_165_T56_T57,"According to IASLC2009 new TNM staging of lung cancer stage <U+2162>B or <U+2163>, previously untreated or relapsed after 1 year of lung cancer resection; 3) have at least one evaluable lesions,according to version 1.1 of the standard in accordance with a judgment RECIST(longest diameter on a spiral CT at least 10mm,on a regular CT longest diameter at least 20mm); 4) Male or female, aged 18 to 75 years; 5) ECOG PS 0 or 1; 6) expected survival at least 3 months; 7) adequate hematological function: absolute neutrophil count (ANC) at least 2×10^9/L and platelet count at least 100×10^9/L and hemoglobin at least 9 g/dL; 8) adequate liver function: total bilirubin less than upper limit of normal (ULN); AST and ALT less than 2.5 times upper limit of normal (ULN); alkaline phosphatase less than 5 times the upper limit of normal (ULN); 9) adequate renal function: serum creatinine less than upper limit of normal (ULN) or calculated creatinine clearance at least 60 mL/min; 10) ECG is normal, there is no non-healing wounds on the body; 11) had not received previous treatment anticancer drugs, or had only received for previous non-metastatic tumors adjuvant or neoadjuvant chemotherapy, but when you start to study treatment has ended more than 6 months; 12) have conducted previous surgery patients required to study treatment was started more than four weeks, and the patient had recovered; 13) have an intact uterus in women prior to enrollment in the study must have a negative pregnancy test result (unless it is already 24 months of amenorrhea) within 28 days.",anticancer drugs,1080,1096,,not received,1048,1060,N
NCT02804646_inc_165_T61_T57,"According to IASLC2009 new TNM staging of lung cancer stage <U+2162>B or <U+2163>, previously untreated or relapsed after 1 year of lung cancer resection; 3) have at least one evaluable lesions,according to version 1.1 of the standard in accordance with a judgment RECIST(longest diameter on a spiral CT at least 10mm,on a regular CT longest diameter at least 20mm); 4) Male or female, aged 18 to 75 years; 5) ECOG PS 0 or 1; 6) expected survival at least 3 months; 7) adequate hematological function: absolute neutrophil count (ANC) at least 2×10^9/L and platelet count at least 100×10^9/L and hemoglobin at least 9 g/dL; 8) adequate liver function: total bilirubin less than upper limit of normal (ULN); AST and ALT less than 2.5 times upper limit of normal (ULN); alkaline phosphatase less than 5 times the upper limit of normal (ULN); 9) adequate renal function: serum creatinine less than upper limit of normal (ULN) or calculated creatinine clearance at least 60 mL/min; 10) ECG is normal, there is no non-healing wounds on the body; 11) had not received previous treatment anticancer drugs, or had only received for previous non-metastatic tumors adjuvant or neoadjuvant chemotherapy, but when you start to study treatment has ended more than 6 months; 12) have conducted previous surgery patients required to study treatment was started more than four weeks, and the patient had recovered; 13) have an intact uterus in women prior to enrollment in the study must have a negative pregnancy test result (unless it is already 24 months of amenorrhea) within 28 days.",chemotherapy,1178,1190,,not received,1048,1060,N
NCT02301962_exc_64_T7_T6,History of another malignancy except: Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer.,active disease,96,110,,no,12,14,N
NCT02301962_exc_64_T16_T17,History of another malignancy except: Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer.,evidence of disease,296,315,,without,288,295,N
NCT02301962_exc_64_T22_T21,History of another malignancy except: Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer.,disease,103,110,,without,288,295,N
NCT02301962_exc_64_T25_T26,History of another malignancy except: Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer.,prostate cancer,448,463,,without,288,295,N
NCT02301962_exc_64_T4_T29,History of another malignancy except: Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer.,Malignancy,38,48,,except,30,36,N
NCT02301962_exc_64_T14_T29,History of another malignancy except: Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer.,treated,49,56,,except,30,36,N
NCT02301962_exc_1648_T88_T87,"=7 days before first dose of study treatment, or not yet recovered from prior minor surgery Note: uncomplicated placement of vascular access device, fine needle aspiration, thoracocentesis or paracentesis >=3 days prior to first dose of study treatment is acceptable.",recovered,57,66,,not yet,49,56,N
NCT02301962_exc_3063_T140_T142,=14 days prior to first dose of study treatment (with the exception of uncomplicated urinary tract infection or upper respiratory tract infection).,urinary tract infection,85,108,,with the exception of,49,70,N
NCT02301962_exc_3063_T143_T142,=14 days prior to first dose of study treatment (with the exception of uncomplicated urinary tract infection or upper respiratory tract infection).,upper respiratory tract infection,112,145,,with the exception of,49,70,N
NCT02301962_exc_64_T11_T29,History of another malignancy except: Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer.,recurrence,183,193,,except,30,36,N
NCT00625742_inc_354_T12_T14,Are not currently taking melatonin.,melatonin,25,34,,not,4,7,N
NCT02339844_inc_195_T12_T11,"(Diagnostic and Statistical Manual version 4 /5), Age 18-45 years, Never treated with antipsychotic compounds or central nervous system (CNS) stimulants, Legally competent",antipsychotic compounds,86,109,,Never,67,72,N
NCT02339844_inc_195_T13_T11,"(Diagnostic and Statistical Manual version 4 /5), Age 18-45 years, Never treated with antipsychotic compounds or central nervous system (CNS) stimulants, Legally competent",central nervous system (CNS) stimulants,113,152,,Never,67,72,N
NCT02339844_inc_396_T20_T19,"Matching patients on age (+/- 2 years), sex and parental socioeconomic status, Age 18-45 years, No psychiatric or physical disease.",psychiatric disease,,,"[(99, 110), (99, 106)]",No,97,99,N
NCT02339844_inc_396_T21_T19,"Matching patients on age (+/- 2 years), sex and parental socioeconomic status, Age 18-45 years, No psychiatric or physical disease.",physical disease,114,130,,No,96,98,N
NCT01084993_exc_0_T9_T8,"Intolerance or allergy to ASA, clopidogrel or ticlopidine precluding treatment for 12 months",treatment,69,78,,precluding,58,68,N
NCT02510404_inc_3_T14_T15,Diagnosis of primary immunodeficiency with established plan to undergo myeloablative or non-myeloablative allogeneic hematopoietic stem cell transplant for treatment thereof or diagnosis of a form of primary immunodeficiency for which hematopoietic stem cell transplantation is not indicated.,hematopoietic stem cell transplantation,117,156,,not indicated,278,291,N
NCT02106598_inc_852_T56_T57,"At the discretion of the operating surgeon, Bilirubin level of < 2.0 mg/dl in the absence of a history of Gilbert's disease (or pattern consistent with Gilbert's).",Gilbert's disease,106,123,,in the absence of,31,48,N
NCT02106598_inc_1017_T61_T62,"For melanoma patients, If patients have a history of malignancy other than melanoma, and other skin cancers in the past five years, their inclusion is up to the discretion of the physician.",melanoma,4,12,,other than,64,74,N
NCT00250640_inc_313_T8_T13,No prior treatment with Ventavis or other active treatments for primary pulmonary hypertension within 6 weeks of date of study inclusion (unless otherwise advised by Bayer Schering Pharma),treatment with Ventavis,9,32,,No,0,2,N
NCT00250640_inc_313_T10_T13,No prior treatment with Ventavis or other active treatments for primary pulmonary hypertension within 6 weeks of date of study inclusion (unless otherwise advised by Bayer Schering Pharma),treatments,49,59,,No,0,2,N
NCT03337581_inc_227_T15_T12,no history of anesthesia medication allergy.,allergy,36,43,,no,0,2,N
NCT02502734_exc_662_T44_T45,"Culture-documented or suspected bacterial or viral infection of the upper or lower respiratory tract, sinus or middle ear that is not resolved within 4 weeks of Visit 1 and led to a change in asthma management or, in the opinion of the Investigator, is expected to affect the subject's asthma status or the subject's ability to participate in the study.",resolved,134,142,,not,130,133,N
NCT02502734_exc_1189_T63_T69,No major surgery requiring general anaesthesia for at least 3 months prior to the screening visit.,major surgery,3,16,,No,0,2,N
NCT02502734_exc_1289_T68_T76,No febrile illnesses with temperature >39 degree celsius for more than five consecutive days within the week preceding the Screening Visit.,febrile illnesses,3,20,,No,0,2,N
NCT00679341_exc_333_T21_T30,"History of other malignancy within the last 5 years, except for appropriately treated carcinoma in situ of the cervix, non-melanoma skin carcinoma, Stage I uterine cancer, or other cancers with a similar outcome as those previously mentioned.",carcinoma in situ of the cervix,86,117,,except for,53,63,N
NCT00679341_exc_333_T24_T30,"History of other malignancy within the last 5 years, except for appropriately treated carcinoma in situ of the cervix, non-melanoma skin carcinoma, Stage I uterine cancer, or other cancers with a similar outcome as those previously mentioned.",non-melanoma skin carcinoma,119,146,,except for,53,63,N
NCT00679341_exc_333_T25_T30,"History of other malignancy within the last 5 years, except for appropriately treated carcinoma in situ of the cervix, non-melanoma skin carcinoma, Stage I uterine cancer, or other cancers with a similar outcome as those previously mentioned.",uterine cancer,156,170,,except for,53,63,N
NCT02366819_exc_0_T8_T5,"Previous or concurrent malignancy, except for adequately treated basal cell or squamous cell skin cancer, in situ cervical cancer, or any other cancer for which the patient has been previously treated and the lifetime recurrence risk is less than 30%",cervical cancer,114,129,,except,35,41,N
NCT03096613_exc_821_T52_T51,"Treatment with levothyroxine must not be initiated in patients with acute myocardial infarction, acute myocarditis, or acute pancarditis.",Treatment,0,9,,not be initiated,34,50,N
NCT03479502_inc_138_T8_T7,absence of abnormal findings on X-ray.,abnormal findings,11,28,,absence of,0,10,N
NCT02201316_exc_0_T8_T9,"Current or chronic history of liver disease, or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones).",Gilbert's syndrome,110,128,,exception,97,106,N
NCT02201316_exc_0_T10_T9,"Current or chronic history of liver disease, or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones).",gallstones,145,155,,exception,97,106,N
NCT02287259_exc_0_T2_T1,don't have Diabetes and abnormal metabolism of sugar,Diabetes,11,19,,don't have,0,10,N
